Project Name,Package Name,Type Name,Design Smell,Cause of the Smell,
assignment-3,com.slimtrade.core.managers,FontManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: USE_SYSTEM_DEFAULT; DEFAULT_FONT; ENGLISH_EXAMPLE_TEXT; CHINESE_EXAMPLE_TEXT; JAPANESE_EXAMPLE_TEXT; KOREAN_EXAMPLE_TEXT; RUSSIAN_EXAMPLE_TEXT; THAI_EXAMPLE_TEXT; systemFont; preferredFont; koreanFont; thaiFont; systemFontSupport; preferredFontSupport; validFonts; fontBlacklist,
assignment-3,com.slimtrade.core.managers,FontManager,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: FontManager; FontLanguageSupport,
assignment-3,com.slimtrade.core.managers,QuickPasteManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.managers,QuickPasteManager.QuickPasteMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
assignment-3,com.slimtrade.core.managers,QuickPasteManager.QuickPasteMode,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.managers,SaveManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: folderWin; folderOther; audioFolderName; imagesFolderName; logFolderName; saveDirectory; audioDirectory; logsDirectory; imagesDirectory; settingsSaveFile; appStateSaveFile; overlaySaveFile; stashSaveFile; ignoreSaveFile; pinSaveFile; chatScannerSaveFile; patchNotesSaveFile,
assignment-3,com.slimtrade.core.saving.legacy,SaveFilePatcherManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: gson; DEBUG_REPORT,
assignment-3,com.slimtrade.core.saving.legacy.patcher,PatcherOverlay0to1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.patcher,PatcherScanner0to1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.patcher,PatcherScanner1to2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.patcher,PatcherSettings0to1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.patcher,PatcherSettings1to2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.patcher,PatcherStash0to1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyOverlaySave0,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: messageScreenLock; messageX; messageY; messageExpandDirection; messageSizeIncrease; menubarScreenLock; menubarX; menubarY; menubarWidth; menubarHeight; menubarButtonLocation; DEFAULT_MESSAGE_SIZE; TOTAL_BORDER_SIZE; expandDirection; anchor,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyOverlaySave0.LegacyExpandDirection,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: expandDirection
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyOverlaySave0.LegacyExpandDirection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyOverlaySave0.LegacyExpandDirection,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: expandDirection,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyOverlaySave0.LegacyMenubarButtonLocation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: anchor
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyOverlaySave0.LegacyMenubarButtonLocation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyOverlaySave0.LegacyMenubarButtonLocation,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: anchor,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyScannerSave0,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: messages; name; searchTermsRaw; ignoreTermsRaw; macroButtons,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyScannerSave0.LegacyScannerMessage,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; searchTermsRaw; ignoreTermsRaw; macroButtons
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyScannerSave0.LegacyScannerMessage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyScannerSave0.LegacyScannerMessage,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; searchTermsRaw; ignoreTermsRaw; macroButtons,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: appVersionString; characterName; showGuildName; folderOffset; colorBlindMode; theme; quickPasteHotkey; collapseMessages; messageCountBeforeCollapse; fadeMessages; secondsBeforeFading; fadedOpacity; historyTimeFormat; historyDateFormat; historyOrder; enableIncomingTrades; enableOutgoingTrades; enableItemHighlighter; enableMenuBar; incomingMessageSound; outgoingMessageSound; scannerMessageSound; playerJoinedSound; updateSound; stashSearchHotkey; stashSearchData; cheatSheetData; clientPath; stashTabs; ignoreData; incomingMacros; outgoingMacros; optionsHotkey; historyHotkey; chatScannerHotkey; closeTradeHotkey; delveHotkey; doNotDisturbHotkey; exitToMenuHotkey; guildHideoutHotkey; leavePartyHotkey; menagerieHotkey; metamorphHotkey; remainingMonstersHotkey; hideoutHotkey; fileName; cleanName; hotkeyData; theme; format; order; itemName; matchType; duration; matchType; row; leftMouseResponse; rightMouseResponse; image; hotkeyData; closeOnClick; row; sound; volume; name; searchName; searchTerms; color; name; type; color,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyCheatSheetData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: fileName; cleanName; hotkeyData
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyCheatSheetData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyCheatSheetData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: fileName; cleanName; hotkeyData,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyColorTheme,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: theme
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyColorTheme,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyColorTheme,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: theme,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyDateFormat,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: format
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyDateFormat,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyDateFormat,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: format,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyHistoryOrder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: order
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyHistoryOrder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyHistoryOrder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: order,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyIgnoreData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: itemName; matchType; duration
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyIgnoreData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyIgnoreData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: itemName; matchType; duration,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyMatchType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: matchType
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyMatchType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyMatchType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: matchType,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyMacroButton,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyMacroButton,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: row; leftMouseResponse; rightMouseResponse; image; hotkeyData; closeOnClick,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyMacroButton,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: row; leftMouseResponse; rightMouseResponse; image; hotkeyData; closeOnClick,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyButtonRow,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: row
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyButtonRow,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyButtonRow,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: row,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacySoundElement,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: sound; volume
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacySoundElement,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacySoundElement,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: sound; volume,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacySound,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacySound,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyStashSearchData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: searchName; searchTerms; color
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyStashSearchData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyStashSearchData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: searchName; searchTerms; color,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyStashTabData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; type; color
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyStashTabData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyStashTabData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; type; color,
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyStashTabColor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacySettingsSave0.LegacyStashTabColor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.legacy.savefiles,LegacyStashSave0,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: gridX; gridY; gridWidth; gridHeight,
assignment-3,com.slimtrade.core.saving.savefiles,AbstractSaveFile,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: saveFileVersion,
assignment-3,com.slimtrade.core.saving.savefiles,AbstractSaveFile,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: LegacyOverlaySave0; LegacyScannerSave0; LegacySettingsSave0; LegacyStashSave0; AppStateSaveFile; ChatScannerSaveFile; IgnoreSaveFile; OverlaySaveFile; PatchNotesSaveFile; PinSaveFile; SettingsSaveFile; StashSaveFile; VersionSaveFile,
assignment-3,com.slimtrade.core.saving.savefiles,AppStateSaveFile,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.savefiles,AppStateSaveFile,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: tutorialVersion,
assignment-3,com.slimtrade.core.saving.savefiles,ChatScannerSaveFile,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.savefiles,ChatScannerSaveFile,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: scannerEntries; searching; activeSearches,
assignment-3,com.slimtrade.core.saving.savefiles,IgnoreSaveFile,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.savefiles,IgnoreSaveFile,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ignoreList; exactMatchIgnoreMap; containsTextIgnoreList,
assignment-3,com.slimtrade.core.saving.savefiles,OverlaySaveFile,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: messageLocation; messageExpandDirection; menubarLocation; menubarAnchor; messageWidth,
assignment-3,com.slimtrade.core.saving.savefiles,PatchNotesSaveFile,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.savefiles,PatchNotesSaveFile,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: versionString; entries; appVersion,
assignment-3,com.slimtrade.core.saving.savefiles,PinSaveFile,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.savefiles,PinSaveFile,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: appWindows; cheatSheetWindows; combinedSearchWindow; searchWindows,
assignment-3,com.slimtrade.core.saving.savefiles,SettingsSaveFile,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: appVersionString; appVersion; showGuildName; folderOffset; initializedFolderOffset; quickPasteHotkey; cheatSheets; fadeMessages; useMessageTabs; collapseMessages; messageCountBeforeCollapse; secondsBeforeFading; fadedOpacity; theme; preferredFontName; fontSize; iconSize; colorBlindMode; colorBlindChangeListeners; historyOrder; historyTimeFormat; historyDateFormat; clientPath; enableIncomingTrades; enableOutgoingTrades; enableItemHighlighter; enableMenuBar; enableAutomaticUpdate; hideWhenPOENotFocused; stashTabs; applyStashColorToMessage; incomingSound; outgoingSound; itemIgnoredSound; chatScannerSound; playerJoinedAreaSound; updateSound; priceThresholds; priceThresholdMap; incomingMacroButtons; outgoingMacroButtons; incomingTopMacros; incomingBottomMacros; outgoingTopMacros; outgoingBottomMacros; optionsHotkey; historyHotkey; chatScannerHotkey; closeTradeHotkey; previousMessageTabHotkey; nextMessageTabHotkey; delveHotkey; doNotDisturbHotkey; exitToMenuHotkey; guildHideoutHotkey; hideoutHotkey; leavePartyHotkey; menagerieHotkey; necropolisHotkey; remainingMonstersHotkey; stashSearchHotkey; stashSearchWindowMode; stashSearchData,
assignment-3,com.slimtrade.core.saving.savefiles,StashSaveFile,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.saving.savefiles,StashSaveFile,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: gridRect; cellSize; cellSizeQuad,
assignment-3,com.slimtrade.core.trading,LangRegex,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.trading,LangRegex,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: wantToBuy; joinedArea; enteredArea; messageTo; messageFrom; dndOff; dndOn; messages; tradeOfferPatterns; quickPastePatterns; joinedAreaPattern; enteredAreaPattern,
assignment-3,com.slimtrade.core.trading,LangRegex,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: wantToBuy; joinedArea; enteredArea; messageTo; messageFrom; dndOff; dndOn; messages; tradeOfferPatterns; quickPastePatterns; joinedAreaPattern; enteredAreaPattern,
assignment-3,com.slimtrade.core.trading,TradeOffer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: offerType; message; date; time; guildName; playerName; itemName; itemNameLower; itemQuantity; itemQuantityString; priceName; priceQuantity; stashTabName; stashTabX; stashTabY; bonusText; stashColorIndex; stashTabColor; isBulkTrade; saleItems; formatter,
assignment-3,com.slimtrade.core.trading,TradeOffer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: UpdateManager; App; GlobalKeyboardListener; HotkeyButton; HotkeyManager; CheatSheetWindow; SaveManager; SaveFile; ZUtil; ThemeManager; FrameManager; DebugWindow; MessageManager; TradeUtil; AudioManager; Sound; SoundComponent; CurrencyType; UpdateMessagePanel; TradeOffer; StashTabColor; SaleItem; TradeMessagePanel; StashHelperPanel; StashHighlighterFrame; CurrencyLabelFactory; POEInterface; DummyWindow; StashHelperBulkWrapper; StashHelperContainer; ChatScannerEntry; ChatScannerMessagePanel; NotificationPanel; NotificationIconButton; IgnoreItemData; OptionsWindow; AbstractMacroOptionPanel; MacroCustomizerPanel; IgnoreItemOptionPanel; IgnoreInputPanel; IgnoreRowComponents; HotkeyOptionPanel; IncomingMacroPanel; OutgoingMacroPanel; HistoryWindow; HistoryPanel; HistoryTable; HistoryTableModel; HistoryRowData; DateString; TimeString; ChatScannerWindow; ChatScannerSearchingPanel; ChatScannerRenamePanel; ChatScannerDeletePanel; ChatScannerCustomizerPanel; ItemIgnoreWindow; TutorialWindow; TutorialPanel; StyledLabel; ThemeColorVariantSetting; ThemeColorVariant; PatchNotesWindow; StashSearchWindow; PinManager; SetupWindow; StartSetupPanel; FinishSetupPanel; AbstractSetupPanel; ClientSetupPanel; StashSetupPanel; StashFolderSetupPanel; SetupManager; UpdateProgressWindow; OverlayInfoDialog; LabeledSlider; MessageOverlay; StashGridWindow; GridPanel; MenubarButtonDialog; IconButton; MenubarDialog; SystemTrayManager; GlobalMouseListener; VisibilityManager; VisibilityDialog; LoadingWindow; ChatParser; FileTailer; FileTailerListener; IPreloadTradeListener; ITradeListener; IChatScannerListener,
assignment-3,com.slimtrade.core.trading,TradeOfferType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
assignment-3,com.slimtrade.core.utility,AdvancedMouseListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.utility,AdvancedMouseListener.MouseHoverState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
assignment-3,com.slimtrade.core.utility,AdvancedMouseListener.MouseHoverState,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.utility,GUIReferences,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: INSET; SMALL_INSET
assignment-3,com.slimtrade.core.utility,GUIReferences,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSET; SMALL_INSET,
assignment-3,com.slimtrade.core.utility,MacroButton,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: buttonType; icon; text; lmbResponse; rmbResponse; row; hotkeyData; close,
assignment-3,com.slimtrade.core.utility,POEInterface,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: UpdateManager; App; GlobalKeyboardListener; HotkeyButton; HotkeyManager; CheatSheetWindow; SaveManager; SaveFile; ZUtil; ThemeManager; FrameManager; DebugWindow; MessageManager; TradeUtil; AudioManager; Sound; SoundComponent; CurrencyType; UpdateMessagePanel; TradeOffer; StashTabColor; SaleItem; TradeMessagePanel; StashHelperPanel; StashHighlighterFrame; CurrencyLabelFactory; POEInterface; DummyWindow; StashHelperBulkWrapper; StashHelperContainer; ChatScannerEntry; ChatScannerMessagePanel; NotificationPanel; NotificationIconButton; IgnoreItemData; OptionsWindow; AbstractMacroOptionPanel; MacroCustomizerPanel; IgnoreItemOptionPanel; IgnoreInputPanel; IgnoreRowComponents; HotkeyOptionPanel; IncomingMacroPanel; OutgoingMacroPanel; HistoryWindow; HistoryPanel; HistoryTable; HistoryTableModel; HistoryRowData; DateString; TimeString; ChatScannerWindow; ChatScannerSearchingPanel; ChatScannerRenamePanel; ChatScannerDeletePanel; ChatScannerCustomizerPanel; ItemIgnoreWindow; TutorialWindow; TutorialPanel; StyledLabel; ThemeColorVariantSetting; ThemeColorVariant; PatchNotesWindow; StashSearchWindow; PinManager; SetupWindow; StartSetupPanel; FinishSetupPanel; AbstractSetupPanel; ClientSetupPanel; StashSetupPanel; StashFolderSetupPanel; SetupManager; UpdateProgressWindow; OverlayInfoDialog; LabeledSlider; MessageOverlay; StashGridWindow; GridPanel; MenubarButtonDialog; IconButton; MenubarDialog; SystemTrayManager; GlobalMouseListener; VisibilityManager; VisibilityDialog; LoadingWindow; ChatParser; FileTailer; FileTailerListener; IPreloadTradeListener; ITradeListener; IChatScannerListener,
assignment-3,com.slimtrade.core.utility,SavableAsset,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
assignment-3,com.slimtrade.core.utility,SavableAsset.AssetType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
